iid,id,gender,partner,pid,match,int_corr,samerace,age_o,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob
334,3,1,9,330,0,0.31,1,22,40,10,15,10,10,15,20,10,20,20,10,20,8,7,8,8,9,1,8,8,8,7,8,7,8,8
334,3,1,10,331,0,-0.51,0,34,40,10,15,10,10,15,20,10,20,20,10,20,8,7,8,8,9,0,5,8,7,7,5,7,5,8
335,4,1,1,322,0,0.18,0,34,20,10,20,20,15,15,15,20,20,20,15,10,8,7,9,8,8,0,5,4,4,2,2,0,3,1
335,4,1,2,323,0,-0.06,0,25,20,10,20,20,15,15,15,20,20,20,15,10,8,7,9,8,8,1,8,8,8,6,8,5,8,6
335,4,1,3,324,1,-0.12,1,23,20,10,20,20,15,15,15,20,20,20,15,10,8,7,9,8,8,1,6,7,7,7,0,7,7,5
335,4,1,4,325,0,0.13,0,30,20,10,20,20,15,15,15,20,20,20,15,10,8,7,9,8,8,0,4,8,5,7,7,0,5,4
335,4,1,5,326,0,0.18,0,36,20,10,20,20,15,15,15,20,20,20,15,10,8,7,9,8,8,0,4,7,6,6,6,3,4,1
335,4,1,6,327,0,0.19,1,29,20,10,20,20,15,15,15,20,20,20,15,10,8,7,9,8,8,1,7,6,7,6,5,7,6,5
335,4,1,7,328,0,0.59,1,30,20,10,20,20,15,15,15,20,20,20,15,10,8,7,9,8,8,0,5,8,6,6,6,6,6,4
335,4,1,8,329,0,0.49,1,29,20,10,20,20,15,15,15,20,20,20,15,10,8,7,9,8,8,0,5,7,5,5,0,5,6,6
335,4,1,9,330,0,0.31,0,22,20,10,20,20,15,15,15,20,20,20,15,10,8,7,9,8,8,1,8,8,8,8,6,8,7,5
335,4,1,10,331,0,0.09,1,34,20,10,20,20,15,15,15,20,20,20,15,10,8,7,9,8,8,0,3,6,4,3,3,0,3,1
336,5,1,1,322,0,0.48,0,34,20,15,30,10,15,10,30,15,20,10,15,10,5,9,7,7,9,0,6,8,8,8,8,1,2,1
336,5,1,2,323,0,0.49,0,25,20,15,30,10,15,10,30,15,20,10,15,10,5,9,7,7,9,0,6,5,4,3,4,2,3,1
336,5,1,3,324,1,0.33,0,23,20,15,30,10,15,10,30,15,20,10,15,10,5,9,7,7,9,1,7,7,6,8,6,8,7,3
336,5,1,4,325,0,0.63,1,30,20,15,30,10,15,10,30,15,20,10,15,10,5,9,7,7,9,0,6,8,8,7,5,6,4,3
336,5,1,5,326,0,0.6,0,36,20,15,30,10,15,10,30,15,20,10,15,10,5,9,7,7,9,0,4,8,7,8,7,6,2,4
336,5,1,6,327,0,0.65,0,29,20,15,30,10,15,10,30,15,20,10,15,10,5,9,7,7,9,1,8,5,7,7,6,5,8,4
336,5,1,7,328,0,0.72,0,30,20,15,30,10,15,10,30,15,20,10,15,10,5,9,7,7,9,0,5,7,7,4,9,2,2,1
336,5,1,8,329,0,0.73,0,29,20,15,30,10,15,10,30,15,20,10,15,10,5,9,7,7,9,0,2,2,5,1,7,1,1,1
336,5,1,9,330,0,0.07,0,22,20,15,30,10,15,10,30,15,20,10,15,10,5,9,7,7,9,0,6,3,7,6,9,1,4,1
336,5,1,10,331,0,0.74,0,34,20,15,30,10,15,10,30,15,20,10,15,10,5,9,7,7,9,0,2,7,7,5,8,2,2,1
337,6,1,1,322,1,0.57,0,34,17,17,17,17,16,16,16,17,17,17,17,16,6,6,6,6,6,1,9,9,9,7,7,6,8,7
337,6,1,2,323,0,-0.07,0,25,17,17,17,17,16,16,16,17,17,17,17,16,6,6,6,6,6,1,10,10,9,7,7,8,8,6
337,6,1,3,324,0,0.15,1,23,17,17,17,17,16,16,16,17,17,17,17,16,6,6,6,6,6,0,6,6,7,7,6,5,5,5
337,6,1,4,325,1,0.37,0,30,17,17,17,17,16,16,16,17,17,17,17,16,6,6,6,6,6,1,10,9,9,10,8,9,9,6
337,6,1,5,326,1,-0.09,0,36,17,17,17,17,16,16,16,17,17,17,17,16,6,6,6,6,6,1,7,10,9,7,7,7,6,6
337,6,1,6,327,0,0.24,1,29,17,17,17,17,16,16,16,17,17,17,17,16,6,6,6,6,6,1,10,10,10,9,9,8,10,8
337,6,1,7,328,0,0.38,1,30,17,17,17,17,16,16,16,17,17,17,17,16,6,6,6,6,6,1,9,6,8,7,7,6,6,5
337,6,1,8,329,0,0.41,1,29,17,17,17,17,16,16,16,17,17,17,17,16,6,6,6,6,6,1,7,9,8,6,6,6,6,6
337,6,1,9,330,0,0.41,0,22,17,17,17,17,16,16,16,17,17,17,17,16,6,6,6,6,6,1,10,7,8,8,8,6,6,5
337,6,1,10,331,0,0.24,1,34,17,17,17,17,16,16,16,17,17,17,17,16,6,6,6,6,6,0,8,9,7,6,6,6,6,6
338,7,1,1,322,0,0.42,0,34,10,20,25,20,20,5,25,10,20,25,10,10,7,9,7,9,10,0,6,6,6,5,6,5,5,5
338,7,1,2,323,0,0.51,0,25,10,20,25,20,20,5,25,10,20,25,10,10,7,9,7,9,10,0,6,6,7,6,6,5,6,6
338,7,1,3,324,0,0.2,0,23,10,20,25,20,20,5,25,10,20,25,10,10,7,9,7,9,10,0,5,6,6,5,6,5,4,4
338,7,1,4,325,1,0.63,0,30,10,20,25,20,20,5,25,10,20,25,10,10,7,9,7,9,10,1,5,6,7,7,6,7,6,6
338,7,1,5,326,1,0.48,0,36,10,20,25,20,20,5,25,10,20,25,10,10,7,9,7,9,10,1,5,8,8,8,8,8,7,7
338,7,1,6,327,0,0.75,0,29,10,20,25,20,20,5,25,10,20,25,10,10,7,9,7,9,10,1,8,8,8,7,8,7,6,7
338,7,1,7,328,0,0.65,0,30,10,20,25,20,20,5,25,10,20,25,10,10,7,9,7,9,10,1,8,8,8,8,7,7,7,5
338,7,1,8,329,0,0.72,0,29,10,20,25,20,20,5,25,10,20,25,10,10,7,9,7,9,10,1,6,8,7,6,7,6,7,6
338,7,1,9,330,0,-0.35,0,22,10,20,25,20,20,5,25,10,20,25,10,10,7,9,7,9,10,1,7,7,8,7,9,6,7,5
338,7,1,10,331,0,0.43,0,34,10,20,25,20,20,5,25,10,20,25,10,10,7,9,7,9,10,1,6,5,7,5,7,6,6,5
339,8,1,1,322,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,7,8,9,7,8,7
339,8,1,2,323,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,8,6,8,5,8,7
339,8,1,3,324,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,9,7,7,9,6
339,8,1,4,325,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,7,9,6,6,8,8
339,8,1,5,326,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,5,6,3,4,9
339,8,1,6,327,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,8,10,9,8
339,8,1,7,328,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,8,8,6,7,8,9
339,8,1,8,329,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,8,6,6,9,7,9
339,8,1,9,330,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,8,8,7,6,7
339,8,1,10,331,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,3,4,4,4,6
340,9,1,1,322,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,5,6,5,5,4
340,9,1,2,323,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,4,5,4,5,4
340,9,1,3,324,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,8,8,10,7,9,8,7
340,9,1,4,325,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,8,10,5,7,5
340,9,1,5,326,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,5,5,7,5,5
340,9,1,6,327,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,6,9,7,4,6,5
340,9,1,7,328,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,7,6,4,5,4
340,9,1,8,329,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,4,5,4,5,4
340,9,1,9,330,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,6,7,6,5
340,9,1,10,331,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,5,6,4,5,4
341,1,0,1,361,0,0.71,0,34,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,0,4,3,6,3,6,1,5,4
341,1,0,2,362,0,0.49,0,30,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,0,6,4,6,8,8,8,5,6
341,1,0,3,363,0,0.21,1,23,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,0,4,10,8,8,8,4,6,8
341,1,0,4,364,0,-0.21,0,27,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,0,6,10,8,8,8,4,6,8
341,1,0,5,365,0,0.45,0,30,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,0,7,7,8,7,10,6,6,4
341,1,0,6,366,1,0.55,0,27,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,1,8,8,10,8,10,10,8,8
341,1,0,7,367,0,-0.16,0,27,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,1,6,10,10,9,8,7,8,8
341,1,0,8,368,1,0.56,0,24,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,1,2,8,8,8,7,6,6,6
341,1,0,9,369,0,0.57,0,25,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,0,0,0,0,0,0,0,0,0
341,1,0,10,370,0,-0.14,0,28,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,0,8,8,8,8,8,5,8,2
341,1,0,11,371,1,-0.23,0,27,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,1,6,5,6,5,6,5,5,3
341,1,0,12,372,0,0,0,27,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,0,0,0,0,0,0,0,0,0
341,1,0,13,373,0,-0.13,0,29,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,0,8,8,8,8,8,8,6,8
341,1,0,14,374,0,-0.15,1,30,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,0,6,10,9,8,8,6,8,8
341,1,0,15,375,0,-0.13,0,27,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,1,10,9,9,8,7,6,7,7
341,1,0,16,376,0,0.5,1,25,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,0,8,8,10,7,10,6,5,6
341,1,0,17,377,0,-0.23,1,26,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,0,6,6,6,6,6,6,4,6
341,1,0,18,378,0,-0.2,0,29,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,0,8,8,8,8,8,8,6,8
342,2,0,1,361,0,0.47,0,34,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,0,4,6,10,4,10,0,4,3
342,2,0,2,362,0,0.31,0,30,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,1,5,4,4,6,4,0,5,3
342,2,0,3,363,0,0.15,0,23,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,0,4,5,6,4,6,0,4,5
342,2,0,4,364,0,0,1,27,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,0,5,6,7,6,7,0,5,5
342,2,0,5,365,0,0.03,0,30,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,0,5,6,5,6,5,0,5,4
342,2,0,6,366,0,0.06,0,27,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,1,6,5,6,4,4,0,6,4
342,2,0,7,367,1,0.01,0,27,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,1,8,9,8,9,7,0,8,7
342,2,0,8,368,0,0.53,0,24,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,1,6,6,6,6,6,0,8,8
342,2,0,9,369,0,0.05,0,25,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,0,4,4,5,6,0,0,6,6
342,2,0,10,370,0,-0.07,0,28,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,1,8,8,9,8,7,8,8,5
342,2,0,11,371,0,-0.52,0,27,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,1,7,7,0,7,8,0,7,6
342,2,0,12,372,0,-0.03,0,27,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,0,6,5,7,6,6,0,6,4
342,2,0,13,373,0,0.09,1,29,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0
342,2,0,14,374,0,-0.07,0,30,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,0,3,5,5,3,0,0,3,4
342,2,0,15,375,0,0.38,0,27,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,1,10,7,6,5,7,0,7,3
342,2,0,16,376,0,0.41,0,25,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,1,7,8,10,7,10,0,7,6
342,2,0,17,377,0,-0.01,0,26,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,0,5,6,6,4,5,0,5,5
342,2,0,18,378,0,0.04,0,29,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10,1,7,7,7,5,0,0,7,6
343,3,0,1,361,1,0.54,1,34,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,1,3,5,5,5,5,5,5,10
343,3,0,2,362,1,0.62,1,30,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,1,5,5,7,7,7,5,5,4
343,3,0,3,363,0,0.06,0,23,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,0,7,7,7,6,6,5,6,3
343,3,0,4,364,0,-0.04,0,27,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,0,5,8,7,6,7,5,7,3
343,3,0,5,365,0,0.68,1,30,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,0,6,6,8,6,0,0,7,2
343,3,0,6,366,0,0.62,1,27,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,1,9,8,8,7,0,5,7,5
343,3,0,7,367,0,-0.15,1,27,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,1,8,8,8,8,9,9,7,6
343,3,0,8,368,0,0.16,0,24,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,1,5,6,8,6,0,0,6,4
343,3,0,9,369,0,0.49,1,25,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,0,5,6,5,7,0,0,5,5
343,3,0,10,370,0,0.06,1,28,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,1,7,7,7,7,8,6,7,6
343,3,0,11,371,0,-0.07,1,27,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,0,6,6,6,0,0,7,5,4
343,3,0,12,372,0,0.28,1,27,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,1,8,7,7,6,6,6,6,5
343,3,0,13,373,0,0.03,0,29,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,1,9,8,7,6,9,0,7,6
343,3,0,14,374,0,0.18,0,30,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,1,7,8,8,5,0,0,7,4
343,3,0,15,375,0,-0.07,1,27,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,0,0,0,0,0,0,0,0,0
343,3,0,16,376,0,0.48,0,25,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,0,8,8,8,6,8,5,8,3
343,3,0,17,377,0,-0.47,0,26,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,0,0,0,0,0,0,0,0,0
343,3,0,18,378,0,-0.1,1,29,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7,1,7,7,7,8,0,0,7,5
344,4,0,1,361,0,0.09,0,34,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,1,6,9,9,8,9,7,8,9
344,4,0,2,362,0,0.41,0,30,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,0,6,6,8,8,8,6,6,8
344,4,0,3,363,0,-0.11,0,23,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,0,5,5,5,5,5,5,5,5
344,4,0,4,364,1,-0.04,1,27,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,1,9,9,9,9,7,7,7,9
344,4,0,5,365,0,0.32,0,30,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,0,6,6,6,6,6,6,7,5
344,4,0,6,366,1,0.36,0,27,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,1,8,8,8,8,8,8,8,8
344,4,0,7,367,0,0.23,0,27,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,1,7,8,7,7,7,7,7,8
344,4,0,8,368,0,0.17,0,24,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,0,6,7,7,8,6,8,6,6
344,4,0,9,369,1,-0.06,0,25,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,1,6,6,7,9,8,9,7,9
344,4,0,10,370,0,0.22,0,28,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,1,9,8,8,7,9,9,8,7
344,4,0,11,371,0,0.33,0,27,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,1,9,8,8,8,8,8,8,7
344,4,0,12,372,0,-0.11,0,27,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,0,0,0,0,0,0,0,0,0
344,4,0,13,373,0,0.25,1,29,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,1,9,9,9,9,9,9,9,9
344,4,0,14,374,0,0.52,0,30,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,0,0,0,0,0,0,0,0,0
344,4,0,15,375,0,0.47,0,27,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,1,8,6,6,6,6,9,8,8
344,4,0,16,376,0,-0.06,0,25,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,1,6,6,9,9,9,8,8,8
344,4,0,17,377,1,0.3,0,26,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,1,6,7,7,7,6,8,7,7
344,4,0,18,378,0,0.44,0,29,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,0,5,6,6,6,8,3,6,6
345,5,0,1,361,0,0.41,1,34,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,0,0,0,0,0,0,0,0,0
345,5,0,2,362,0,0.07,1,30,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,0,6,10,10,8,8,3,4,7
345,5,0,3,363,0,0.45,0,23,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,0,4,10,10,6,10,1,4,6
345,5,0,4,364,1,0.18,0,27,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,1,6,8,8,10,9,6,8,8
345,5,0,5,365,0,0.19,1,30,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,1,10,9,9,7,9,7,7,5
345,5,0,6,366,1,0.19,1,27,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,1,9,10,10,6,9,8,9,6
345,5,0,7,367,0,0.32,1,27,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,0,7,10,9,5,8,4,4,3
345,5,0,8,368,1,0.32,0,24,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,1,8,10,9,9,7,8,8,6
345,5,0,9,369,1,0.04,1,25,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,1,7,10,8,10,6,5,7,10
345,5,0,10,370,0,0.19,1,28,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,1,10,9,10,8,8,5,10,8
345,5,0,11,371,0,0.23,1,27,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,0,8,10,8,7,7,6,6,7
345,5,0,12,372,0,-0.19,1,27,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,1,8,7,7,7,7,8,6,6
345,5,0,13,373,0,0.44,0,29,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,0,10,9,8,8,8,6,8,7
345,5,0,14,374,0,-0.04,0,30,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,0,5,10,9,6,10,6,6,10
345,5,0,15,375,0,0.01,1,27,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,1,10,8,9,9,8,6,9,7
345,5,0,16,376,0,0.02,0,25,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,0,5,8,9,8,8,8,6,1
345,5,0,17,377,0,0.2,0,26,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,0,5,10,8,5,10,5,5,5
345,5,0,18,378,0,0.59,1,29,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,1,8,9,10,6,10,6,8,7
346,6,0,1,361,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,5,5,1,5,5
346,6,0,2,362,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,7,9,3,6,5
346,6,0,3,363,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,6,10,0,7,2
346,6,0,4,364,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,8,6,5,6,4
346,6,0,5,365,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,10,10,8,8,9,6
346,6,0,6,366,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,9,9,9,10,9,5
346,6,0,7,367,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,8,9,9,9,6
346,6,0,8,368,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,7,7,5,8,6
346,6,0,9,369,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,9,10,10,6,8,5
346,6,0,10,370,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,8,8,9,8,9,8,6
346,6,0,11,371,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,7,6,9,5
346,6,0,12,372,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,9,9,6,8,7,3
346,6,0,13,373,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,8,8,7,7,7,7,6
346,6,0,14,374,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,6,7,4,6,2
346,6,0,15,375,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,7,7,8,8,5
346,6,0,16,376,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,6,0,17,377,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,4,4,3,4,3
346,6,0,18,378,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,8,7,9,7,10,9,6
347,7,0,1,361,0,0.08,0,34,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,0,4,1,5,4,4,5,3,1
347,7,0,2,362,0,0.48,0,30,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,1,7,8,8,7,6,7,8,3
347,7,0,3,363,0,0.51,0,23,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,1,6,10,9,7,6,5,6,2
347,7,0,4,364,0,0.09,0,27,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,1,7,10,9,7,7,5,7,5
347,7,0,5,365,0,0.16,0,30,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,1,9,0,0,0,0,0,7,2
347,7,0,6,366,0,0.21,0,27,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,1,7,9,9,5,7,5,6,4
347,7,0,7,367,0,0.34,0,27,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,0,0,0,0,0,0,0,0,0
347,7,0,8,368,0,0.52,0,24,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,0,0,0,0,0,0,0,0,0
347,7,0,9,369,0,-0.19,0,25,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,1,7,10,9,10,9,5,8,4
347,7,0,10,370,0,0.02,0,28,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,1,8,8,8,7,7,8,7,2
347,7,0,11,371,0,-0.31,0,27,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,1,8,10,9,9,8,5,8,0
347,7,0,12,372,0,-0.43,0,27,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,1,7,9,8,9,7,3,7,2
347,7,0,13,373,0,0.37,0,29,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,1,9,8,8,7,6,5,7,3
347,7,0,14,374,0,-0.23,0,30,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,1,5,8,7,5,6,5,8,3
347,7,0,15,375,0,0.47,0,27,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,0,8,4,5,5,5,3,5,1
347,7,0,16,376,0,0.56,0,25,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,1,6,7,7,6,5,5,6,2
347,7,0,17,377,0,0.25,0,26,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,0,8,4,7,5,6,5,4,1
347,7,0,18,378,0,0.22,0,29,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,0,0,0,0,0,0,0,0,0
348,8,0,1,361,0,0.63,0,34,15,25,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,1,8,10,10,7,10,6,4,3
348,8,0,2,362,0,0.53,0,30,15,25,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,1,7,6,7,6,7,3,4,3
348,8,0,3,363,1,0.05,1,23,15,25,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,1,9,9,10,8,7,6,6,5
348,8,0,4,364,0,-0.14,0,27,15,25,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,1,9,8,9,9,8,7,5,4
